***************APP LISTS**************
ogd-is-stl,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/ogd-is-stl-app/job/ogd-is-stl-app-UAT01/
stl-service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/ogd-is-stl-service/job/ogd-is-stl-service-UAT01/
apmonshore-esp-whatif,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/ogd-is-wellmodel/job/APM-Onshore-ESP-WhatIf-UAT01/
OGD-UploadManager-Service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/OGD-UploadManager-Service/job/OGD-UploadManager-Service-UAT01/
operator-token,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/OperatorToken/job/Operator-Token-Service-UAT01/
PatternMatchingMicroService,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PatternMatching/job/APM-Onshore-PatternMatchingMicroService-UAT01/
PCM-Alerts-Service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PCM-Alerts-Service/job/PCM-Alerts-Service-UAT01/
PCM-Analytics-Services,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PCM-Analytics/job/PCM-Analytics-Service-UAT01/
pcm-asset-service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PCM-Asset/job/PCM-Asset-Service-UAT01/
pcm-config-generator-service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PCM-ConfigGenerator/job/PCM-Config-Generator-Service-UAT01/
pcm-data-ingestion-service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PCM-DataIngestion/job/PCM-Data-Ingestion-Service-UAT01/
pcm-equipment-settings-service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PCM-EquipmentSettings/job/PCM-Equipment-Settings-Service-UAT01/
Equipment-Settings-UI,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PCM-EquipmentSettingsApp/job/PCM-Equipment-Settings-UI-UAT01/
PCM-EventHub-Subscriber-Service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PCM-EventHub-Subscriber-Service/job/PCM-EventHub-Subscriber-Service-UAT01/
pcm-api,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PCM-Rest-API/job/PCM-API-UAT01/
PCM-Scheduler-Service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PCM-Scheduler-Service/job/PCM-Scheduler-Service-UAT01/
Site-Settings-UI,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PCM-SiteSettingsApp/job/PCM-Site-Settings-UI-Microapp-UAT01/
pcm-upgrade,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PCM-Upgrade/job/PCM-Upgrade-UAT01/
pcm-web-viewer-service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PCM-Webviewer/job/PCM-Web-Viewer-Service-UAT01/
ProblemCardDetails,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/ProblemCard/job/APM-Onshore-ProblemCardDetails-UAT01/
pumpcurve_service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/PumpCurve/job/Pumpcurve_service-UAT01/
apmonshore-reducertorque-service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/ReducerTorque/job/apmonshore-reducertorque-service-UAT01/
